AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2008/2009;Foggia;7101;M;4257
2008/2009;Genova;1001;F;19894
2008/2009;Genova;1001;M;15206
2008/2009;Insubria;1202;F;5184
2008/2009;Insubria;1202;M;3988
2008/2009;L'Aquila;6601;F;12674
2008/2009;L'Aquila;6601;M;9493
2008/2009;Macerata;4301;F;8051
2008/2009;Macerata;4301;M;3471
2008/2009;Marche;4201;F;7244
2008/2009;Marche;4201;M;9098
2008/2009;Messina;8301;F;21720
2008/2009;Messina;8301;M;12640
2008/2009;Milano;1501;F;34410
2008/2009;Milano;1501;M;24558
2008/2009;Milano Bicocca;1509;F;18428
2008/2009;Milano Bicocca;1509;M;11042
2008/2009;Milano Bocconi;1503;F;5807
2008/2009;Milano Bocconi;1503;M;6912
2008/2009;Milano Cattolica;1504;F;25658
2008/2009;Milano Cattolica;1504;M;13477
2008/2009;Milano IULM;1505;F;3369
2008/2009;Milano IULM;1505;M;1463
2008/2009;Milano Politecnico;1502;F;11457
2008/2009;Milano Politecnico;1502;M;23977
2008/2009;Milano San Raffaele;1508;F;1212
2008/2009;Milano San Raffaele;1508;M;700
2008/2009;Modena e Reggio Emilia;3601;F;9663
2008/2009;Modena e Reggio Emilia;3601;M;8102
2008/2009;Molise;7001;F;5428
2008/2009;Molise;7001;M;4120
2008/2009;Napoli Benincasa;6304;F;9043
2008/2009;Napoli Benincasa;6304;M;1791
2008/2009;Napoli Federico II;6301;F;49175
2008/2009;Napoli Federico II;6301;M;38230
2008/2009;Napoli L'Orientale;6303;F;7565
2008/2009;Napoli L'Orientale;6303;M;2063
2008/2009;Napoli Parthenope;6302;F;7220
2008/2009;Napoli Parthenope;6302;M;9559
2008/2009;Napoli Pegaso - telematica;6307;F;1016
2008/2009;Napoli Pegaso - telematica;6307;M;766
2008/2009;Napoli Vanvitelli;6306;F;16918
2008/2009;Napoli Vanvitelli;6306;M;12678
2008/2009;Novedrate e-Campus - telematica;1301;F;790
2008/2009;Novedrate e-Campus - telematica;1301;M;1468
2008/2009;Padova;2801;F;33930
2008/2009;Padova;2801;M;25990
2008/2009;Palermo;8201;F;37556
2008/2009;Palermo;8201;M;25580
2008/2009;Parma;3401;F;15506
2008/2009;Parma;3401;M;11941
2008/2009;Pavia;1801;F;12273
2008/2009;Pavia;1801;M;9466
2008/2009;Perugia;5401;F;18259
2008/2009;Perugia;5401;M;13942
2008/2009;Perugia Stranieri;5403;F;1089
2008/2009;Perugia Stranieri;5403;M;759
2008/2009;Piemonte Orientale;201;F;5863
2008/2009;Piemonte Orientale;201;M;3607
2008/2009;Pisa;5001;F;26679
2008/2009;Pisa;5001;M;24263
2008/2009;Reggio Calabria;8001;F;5072
2008/2009;Reggio Calabria;8001;M;5183
2008/2009;Reggio Calabria - Dante Alighieri;8003;F;96
2008/2009;Reggio Calabria - Dante Alighieri;8003;M;21
2008/2009;Roma  Mercatorum - telematica;5814;F;58
2008/2009;Roma  Mercatorum - telematica;5814;M;64
2008/2009;Roma Biomedico;5808;F;581
2008/2009;Roma Biomedico;5808;M;423
2008/2009;Roma Foro Italico;5806;F;576
2008/2009;Roma Foro Italico;5806;M;986
2008/2009;Roma La Sapienza;5801;F;77765
2008/2009;Roma La Sapienza;5801;M;52512
2008/2009;Roma Luiss;5805;F;3562
2008/2009;Roma Luiss;5805;M;3254
2008/2009;Roma LUMSA;5803;F;4602
2008/2009;Roma LUMSA;5803;M;2309
2008/2009;Roma Marconi - telematica;5810;F;2395
2008/2009;Roma Marconi - telematica;5810;M;7418
2008/2009;Roma San Raffaele - telematica;5816;F;31
2008/2009;Roma San Raffaele - telematica;5816;M;71
2008/2009;Roma Tor Vergata;5802;F;18361
2008/2009;Roma Tor Vergata;5802;M;16589
2008/2009;Roma Tre;5807;F;20610
2008/2009;Roma Tre;5807;M;14192
2008/2009;Roma UNICUSANO - telematica;5815;F;1070
2008/2009;Roma UNICUSANO - telematica;5815;M;1511
2008/2009;Roma UNINETTUNO - telematica;5813;F;954
2008/2009;Roma UNINETTUNO - telematica;5813;M;1721
2008/2009;Roma UNINT;5809;F;677
2008/2009;Roma UNINT;5809;M;508
2008/2009;Roma UNITELMA - telematica;5811;F;231
2008/2009;Roma UNITELMA - telematica;5811;M;465
2008/2009;Salento;7501;F;18098
2008/2009;Salento;7501;M;9145
2008/2009;Salerno;6501;F;23953
2008/2009;Salerno;6501;M;15712
2008/2009;Sannio;6201;F;3520
2008/2009;Sannio;6201;M;3389
2008/2009;Sassari;9001;F;9567
2008/2009;Sassari;9001;M;5094
2008/2009;Siena;5201;F;10263
2008/2009;Siena;5201;M;8741
2008/2009;Siena Stranieri;5202;F;444
2008/2009;Siena Stranieri;5202;M;87
2008/2009;Teramo;6701;F;4971
2008/2009;Teramo;6701;M;3880
2008/2009;Torino;101;F;42669
2008/2009;Torino;101;M;25865
2008/2009;Torino Politecnico;102;F;6776
2008/2009;Torino Politecnico;102;M;17965
2008/2009;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;209
2008/2009;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;166
2008/2009;Trento;2201;F;7845
2008/2009;Trento;2201;M;7320
2008/2009;Trieste;3201;F;10984
2008/2009;Trieste;3201;M;7995
2008/2009;Tuscia;5601;F;3916
2008/2009;Tuscia;5601;M;5593
2008/2009;Udine;3001;F;8813
2008/2009;Udine;3001;M;7549
2008/2009;Urbino;4101;F;9497
2008/2009;Urbino;4101;M;5872
2008/2009;Venezia Iuav;2702;F;2924
2008/2009;Venezia Iuav;2702;M;3061
2008/2009;Verona;2301;F;14040
2008/2009;Verona;2301;M;7265
2007/2008;Aosta;701;F;719
2007/2008;Aosta;701;M;240
2007/2008;Bari;7201;F;37748
2007/2008;Bari;7201;M;20423
2007/2008;Bari Politecnico;7202;F;3301
2007/2008;Bari Politecnico;7202;M;8004
2007/2008;Basilicata;7601;F;4486
2007/2008;Basilicata;7601;M;3716
2007/2008;Benevento Giustino Fortunato - telematica;6202;F;71
2007/2008;Benevento Giustino Fortunato - telematica;6202;M;177
2007/2008;Bergamo;1601;F;8438
2007/2008;Bergamo;1601;M;5199
2007/2008;Bologna;3701;F;48902
2007/2008;Bologna;3701;M;39080
2007/2008;Bolzano;2101;F;1542
2007/2008;Bolzano;2101;M;645
2007/2008;Bra Scienze Gastronomiche;401;F;91
2007/2008;Bra Scienze Gastronomiche;401;M;103
2007/2008;Brescia;1701;F;6503
2007/2008;Brescia;1701;M;7424
2007/2008;Ca' Foscari Venezia;2701;F;10779
2007/2008;Ca' Foscari Venezia;2701;M;6463
2007/2008;Cagliari;9201;F;21408
2007/2008;Cagliari;9201;M;12885
2007/2008;Calabria;7801;F;18805
2007/2008;Calabria;7801;M;14111
2007/2008;Camerino;4302;F;3982
2007/2008;Camerino;4302;M;4775
2007/2008;Casamassima – LUM G. Degennaro;7203;F;424
2007/2008;Casamassima – LUM G. Degennaro;7203;M;723
2007/2008;Cassino;6001;F;6889
2007/2008;Cassino;6001;M;5254
2007/2008;Castellanza LIUC;1201;F;618
2007/2008;Castellanza LIUC;1201;M;1248
2007/2008;Catania;8701;F;37708
2007/2008;Catania;8701;M;24185
2007/2008;Catanzaro;7901;F;7113
2007/2008;Catanzaro;7901;M;4654
2007/2008;Chieti e Pescara;6901;F;19544
2007/2008;Chieti e Pescara;6901;M;11958
2007/2008;Enna KORE;8601;F;1745
2007/2008;Enna KORE;8601;M;1271
2007/2008;Ferrara;3801;F;9055
2007/2008;Ferrara;3801;M;7697
2007/2008;Firenze;4801;F;34418
2007/2008;Firenze;4801;M;24509
2007/2008;Foggia;7101;F;6740
2007/2008;Foggia;7101;M;4142
2007/2008;Genova;1001;F;19907
2007/2008;Genova;1001;M;15204
2007/2008;Insubria;1202;F;5078
2007/2008;Insubria;1202;M;4047
2007/2008;L'Aquila;6601;F;10908
2007/2008;L'Aquila;6601;M;8482
2007/2008;Macerata;4301;F;8132
2007/2008;Macerata;4301;M;3766
2007/2008;Marche;4201;F;7002
2007/2008;Marche;4201;M;8900
2007/2008;Messina;8301;F;22031
2007/2008;Messina;8301;M;12944
2007/2008;Milano;1501;F;33637
2007/2008;Milano;1501;M;24317
2007/2008;Milano Bicocca;1509;F;18046
2007/2008;Milano Bicocca;1509;M;10958
2007/2008;Milano Bocconi;1503;F;5674
2007/2008;Milano Bocconi;1503;M;6961
2007/2008;Milano Cattolica;1504;F;25837
2007/2008;Milano Cattolica;1504;M;13541
2007/2008;Milano IULM;1505;F;3682
2007/2008;Milano IULM;1505;M;1607
2007/2008;Milano Politecnico;1502;F;11273
2007/2008;Milano Politecnico;1502;M;24959
2007/2008;Milano San Raffaele;1508;F;1219
2007/2008;Milano San Raffaele;1508;M;679
2007/2008;Modena e Reggio Emilia;3601;F;9415
2007/2008;Modena e Reggio Emilia;3601;M;8057
2007/2008;Molise;7001;F;5361
2007/2008;Molise;7001;M;4389
2007/2008;Napoli Benincasa;6304;F;9255
2007/2008;Napoli Benincasa;6304;M;1911
2007/2008;Napoli Federico II;6301;F;49845
2007/2008;Napoli Federico II;6301;M;39839
2007/2008;Napoli L'Orientale;6303;F;7849
2007/2008;Napoli L'Orientale;6303;M;2238
2007/2008;Napoli Parthenope;6302;F;7398
2007/2008;Napoli Parthenope;6302;M;9430
2007/2008;Napoli Pegaso - telematica;6307;F;582
2007/2008;Napoli Pegaso - telematica;6307;M;425
2007/2008;Napoli Vanvitelli;6306;F;16284
2007/2008;Napoli Vanvitelli;6306;M;12280
2007/2008;Novedrate e-Campus - telematica;1301;F;120
2007/2008;Novedrate e-Campus - telematica;1301;M;159
2007/2008;Padova;2801;F;34333
2007/2008;Padova;2801;M;26129
2007/2008;Palermo;8201;F;36226
2007/2008;Palermo;8201;M;24893
2007/2008;Parma;3401;F;14772
2007/2008;Parma;3401;M;11872
2007/2008;Pavia;1801;F;12471
2007/2008;Pavia;1801;M;9805
2007/2008;Perugia;5401;F;19056
2007/2008;Perugia;5401;M;14952
2007/2008;Perugia Stranieri;5403;F;1176
2007/2008;Perugia Stranieri;5403;M;812
2007/2008;Piemonte Orientale;201;F;5781
2007/2008;Piemonte Orientale;201;M;3592
2007/2008;Pisa;5001;F;24716
2007/2008;Pisa;5001;M;22983
2007/2008;Reggio Calabria;8001;F;5108
2007/2008;Reggio Calabria;8001;M;5317
2007/2008;Roma  Mercatorum - telematica;5814;F;50
2007/2008;Roma  Mercatorum - telematica;5814;M;54
2007/2008;Roma Biomedico;5808;F;494
2007/2008;Roma Biomedico;5808;M;393
2007/2008;Roma Europea;5812;F;295
2007/2008;Roma Europea;5812;M;199
2007/2008;Roma Foro Italico;5806;F;529
2007/2008;Roma Foro Italico;5806;M;850
2007/2008;Roma La Sapienza;5801;F;77556
2007/2008;Roma La Sapienza;5801;M;52191
2007/2008;Roma Luiss;5805;F;3298
2007/2008;Roma Luiss;5805;M;3136
2007/2008;Roma LUMSA;5803;F;4835
2007/2008;Roma LUMSA;5803;M;2386
2007/2008;Roma Marconi - telematica;5810;F;1976
2007/2008;Roma Marconi - telematica;5810;M;6765
2007/2008;Roma San Raffaele - telematica;5816;F;57
2007/2008;Roma San Raffaele - telematica;5816;M;34
2007/2008;Roma Tor Vergata;5802;F;18971
